rank_dificuldade,pergunta_norm,pergunta,resposta_oficial,n_modelos,n_correto,n_parcialmente_correto,n_incorreto,score_medio_0_5,score_min,score_max,desvio_medio_entre_julgadores,modelos_incorretos,modelos_parciais,modelos_corretos,taxa_erro,taxa_nao_correto
27,"a pessoa jurídica que tiver prejuízo fiscal de períodos de apuração anteriores devidamente apurado e controlado no lalur, vindo a se submeter à tributação utilizando-se de outra base que não a do lucro real, perderá o direito de compensar este prejuízo?","A pessoa jurídica que tiver prejuízo fiscal de períodos de apuração anteriores  devidamente apurado e controlado no Lalur, vindo a se submeter à tributação  utilizando-se de outra base que não a do lucro real, perderá o direito de  compensar este prejuízo?","O direito à compensação dos prejuízos fiscais, desde que estejam devidamente apurados e controlados na parte B do Lalur, somente poderá ser exercido quando a pessoa jurídica for tributada com base no lucro real, pois quando a forma de tributação for outra não há que se falar em apurar ou compensar prejuízos fiscais. Esse direito, entretanto, não será prejudicado ainda que o contribuinte possa, em algum período de apuração, ter sido tributado com base no lucro presumido ou arbitrado. Assim, no período-base em que retornar à tributação com base no lucro real poderá compensar o prejuízo fiscal constante no Lalur, Parte B, observada a legislação vigente à época da compensação.",11,7,2,2,3.848484848484848,2.0,5.0,0.7732321363150124,"deepseek-ai_deepseek-v4-flash, openai_gpt-oss-120b","claude-opus-4-6, mistralai_mixtral-8x22b-instruct-v0.1","gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.18181818181818182,0.36363636363636365
28,quais são os contribuintes do imposto de renda da pessoa jurídica?,Quais são os contribuintes do imposto de renda da pessoa jurídica?,"São contribuintes e, portanto, estão sujeitas ao pagamento do imposto de renda da pessoa jurídica as pessoas jurídicas e as pessoas físicas a elas equiparadas, domiciliadas no País.",11,1,9,1,3.3030303030303028,2.6666666666666665,4.0,0.9133343009175995,deepseek-ai_deepseek-v4-flash,"claude-opus-4-6, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",mistralai_mixtral-8x22b-instruct-v0.1,0.09090909090909091,0.9090909090909091
29,como poderá ser compensado o imposto pago a maior no período de apuração?,Como poderá ser compensado o imposto pago a maior no período de apuração?,"No caso em que o valor retido na fonte ou já pago pelo contribuinte for maior que o imposto devido no período de apuração trimestral, a diferença a maior poderá ser compensada com o imposto relativo aos períodos de apuração subsequentes. ",11,2,8,1,3.393939393939394,2.333333333333333,4.333333333333333,0.5876456013761596,meta_llama-3.3-70b-instruct,"deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1","claude-opus-4-6, gpt-5.1",0.09090909090909091,0.8181818181818182
30,o ganho decorrente de avaliação de ativo com base no valor justo integrará a base de cálculo estimada do irpj e da csll?,O ganho decorrente de avaliação de ativo com base no valor justo integrará a  base de cálculo estimada do IRPJ e da CSLL?,Não. A contrapartida do aumento no valor do ativo decorrente de avaliação com base no valor justo não integrará a base de cálculo estimada do IRPJ e da CSLL.,11,6,4,1,4.0606060606060606,2.6666666666666665,5.0,0.654195674791512,qwen2-72B-Instruct,"google_gemma-4-31b-it, meta_llama-3.3-70b-instruct, openai_gpt-oss-120b, z-ai_glm-5.1","claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, gpt-5.1, mistralai_mixtral-8x22b-instruct-v0.1, qwen_qwen3.5-122b-a10b",0.09090909090909091,0.45454545454545453
31,os condôminos na propriedade de imóveis estão sujeitos à equiparação como pessoa jurídica?,Os condôminos na propriedade de imóveis estão sujeitos à equiparação como  pessoa jurídica?,"Os condomínios na propriedade de imóveis não são considerados sociedades em comum (antiga sociedade de fato), ainda que deles também façam parte pessoas jurídicas. Assim, a cada condômino pessoa física serão aplicados os critérios de caracterização da empresa individual e demais dispositivo legais, como se ele fosse o único titular da operação imobiliária, nos limites da sua participação.",11,7,3,1,4.121212121212121,2.6666666666666665,5.0,0.8620616017704582,mistralai_mixtral-8x22b-instruct-v0.1,"deepseek-ai_deepseek-v4-flash, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b","claude-opus-4-6, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, openai_gpt-oss-120b, z-ai_glm-5.1",0.09090909090909091,0.36363636363636365
32,"qual o quantitativo de operações imobiliárias necessário para equiparação de pessoa física à pessoa jurídica, determinando o início da tributação como pessoa jurídica?","Qual o quantitativo de operações imobiliárias necessário para equiparação de  pessoa física à pessoa jurídica, determinando o início da tributação como pessoa  jurídica?","A equiparação que leva em conta o quantitativo de unidades imobiliárias ocorre quando o proprietário ou titular de terreno, sem efetuar o arquivamento dos documentos de incorporação no Registro de Imóveis, promover a construção de prédio com mais de 2 (duas) unidades imobiliárias, ou realizar loteamento. Tal equiparação se dará a partir da alienação da primeira unidade imobiliária ou do primeiro lote antes de decorrido o prazo de 60 (sessenta) meses contados da averbação, no Registro Imobiliário, da construção do prédio ou da aceitação das obras de loteamento. Para terrenos adquiridos até 30 de junho de 1977 o prazo é de 36 (trinta e seis) meses.",11,8,2,1,4.151515151515151,2.6666666666666665,5.0,0.4583138076661255,z-ai_glm-5.1,"deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview","claude-opus-4-6, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b",0.09090909090909091,0.2727272727272727
33,quando se considera ocorrido o término da equiparação caso a pessoa jurídica não efetue nenhuma alienação das unidades imobiliárias ou lotes de terreno?,Quando se considera ocorrido o término da equiparação caso a pessoa jurídica  não efetue nenhuma alienação das unidades imobiliárias ou lotes de terreno?,"A pessoa física que, após sua equiparação à pessoa jurídica, não promover nenhum dos empreendimentos nem efetuar nenhuma das alienações de unidades imobiliárias ou lotes de terrenos, durante o prazo de 36 (trinta e seis) meses consecutivos, deixará de ser considerada equiparada a partir do término deste prazo, salvo quanto aos efeitos tributários das operações em andamento que terão o tratamento previsto no art. 177, § 1º, do RIR/2018.",11,9,1,1,4.2727272727272725,2.6666666666666665,5.0,0.4967365104670687,qwen_qwen3.5-122b-a10b,google_gemma-4-31b-it,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, z-ai_glm-5.1",0.09090909090909091,0.18181818181818182
34,"na apuração do ganho de capital na alienação de investimento, imobilizado ou intangível a ser acrescido à base de cálculo do lucro e resultado presumido, o aumento no valor do ativo decorrente de avaliação com base no valor justo pode ser considerado como parte integrante do valor contábil?","Na apuração do ganho de capital na alienação de investimento, imobilizado ou  intangível a ser acrescido à base de cálculo do lucro e resultado presumido, o  aumento no valor do ativo decorrente de avaliação com base no valor justo  pode ser considerado como parte integrante do valor contábil?","Não, exceto se o ganho relativo à avaliação com base no valor justo tenha sido anteriormente computado na base de cálculo do tributo.",11,9,1,1,4.3939393939393945,0.0,5.0,0.052486388108147805,meta_llama-3.3-70b-instruct,mistralai_mixtral-8x22b-instruct-v0.1,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.09090909090909091,0.18181818181818182
35,de quais incentivos fiscais do irpj as empresas que optarem pelo lucro presumido poderão se utilizar?,De quais incentivos fiscais do IRPJ as empresas que optarem pelo lucro  presumido poderão se utilizar?,Do imposto apurado com base no lucro presumido não é permitida qualquer dedução a título de incentivo fiscal.,11,9,1,1,4.424242424242424,1.6666666666666667,5.0,0.38059468184615497,qwen_qwen3.5-122b-a10b,gpt-5.1,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, z-ai_glm-5.1",0.09090909090909091,0.18181818181818182
36,"em caso de arbitramento do lucro, ficam as pessoas jurídicas dispensadas das penalidades e da comprovação da origem das receitas recebidas?","Em caso de arbitramento do lucro, ficam as pessoas jurídicas dispensadas das  penalidades e da comprovação da origem das receitas recebidas?","Não. Mesmo sendo tributadas com base no lucro arbitrado, persiste a obrigatoriedade de comprovação das receitas efetivamente recebidas ou auferidas. O arbitramento de lucro é uma forma de apuração da base de cálculo do imposto, e não uma sanção. Assim, sua utilização não afasta a aplicação das penalidades cabíveis, como as decorrentes do descumprimento da legislação tributária em relação às obrigações acessórias.",11,9,1,1,4.454545454545454,2.6666666666666665,5.0,0.10497277621629561,z-ai_glm-5.1,qwen2-72B-Instruct,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen_qwen3.5-122b-a10b",0.09090909090909091,0.18181818181818182
37,"nos casos em que o ajuste de preço de transferência/subcapitalização é maior que o valor do lucro auferidos no exterior, será possível “carregar” para os anos subsequentes o valor residual do ajuste que não foi deduzido da base de ir/csll no ano que foi apurado? em caso negativo, como remover o efeito de ""dupla tributação"" sobre a parcela do ajuste que excede o valor dos lucros?","Nos casos em que o ajuste de preço de transferência/subcapitalização é maior  que o valor do lucro auferidos no exterior, será possível “carregar” para os anos  subsequentes o valor residual do ajuste que não foi deduzido da base de IR/CSLL  no ano que foi apurado? Em caso negativo, como remover o efeito de ""dupla  tributação"" sobre a parcela do ajuste que excede o valor dos lucros?","A dedução é limitada ao valor do lucro auferido no exterior pela controlada, não havendo previsão legal, para o aproveitamento de excedente em anos posteriores.",11,10,0,1,4.242424242424243,2.6666666666666665,4.666666666666667,0.6926183775924551,mistralai_mixtral-8x22b-instruct-v0.1,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.09090909090909091,0.09090909090909091
38,"se o contribuinte for optante do lucro presumido e, em algum período auferir lucros, rendimentos e ganhos de capital do exterior?","Se o contribuinte for optante do lucro presumido e, em algum período auferir  lucros, rendimentos e ganhos de capital do exterior?","A pessoa jurídica que houver pago o imposto com base no lucro presumido e que, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o imposto sobre a renda de pessoa jurídica (IRPJ) e a contribuição social sobre o lucro líquido (CSLL) sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. 555",11,10,0,1,4.454545454545454,0.0,5.0,0.15745916432444343,meta_llama-3.3-70b-instruct,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.09090909090909091,0.09090909090909091
39,"na hipótese em que o banco central do brasil venha a modificar ou incorporar novos dispositivos contábeis a serem aplicados pelas instituições financeiras e demais entidades autorizadas a funcionar, como os impactos tributários devem ser avaliados?","Na hipótese em que o Banco Central do Brasil venha a modificar ou incorporar  novos dispositivos contábeis a serem aplicados pelas instituições financeiras e  demais entidades autorizadas a funcionar, como os impactos tributários  devem ser avaliados?","A modificação ou a adoção de métodos e critérios contábeis pelo Banco Central do Brasil não terá implicação na apuração dos tributos federais até que lei tributária regule a matéria, observado o disposto no art. 283 da Instrução Normativa RFB n° 1.700, de 2017.",11,10,0,1,4.484848484848485,2.6666666666666665,5.0,0.4583138076661255,openai_gpt-oss-120b,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.09090909090909091,0.09090909090909091
40,qual deve ser o procedimento adotado na criação de subcontas no caso de ativos ou passivos representados por mais de uma conta?,Qual deve ser o procedimento adotado na criação de subcontas no caso de  ativos ou passivos representados por mais de uma conta?,"No caso de ativos ou passivos representados por mais de uma conta (ex: bens depreciáveis), o controle das diferenças deverá ser feito com a utilização de uma subconta para cada conta, exceto se o contribuinte optar pela utilização de subcontas auxiliares, conforme previsto nos §§ 6° e 7° do art. 295, §§ 4° e 5° do art. 296, §§ 6° e 7° do art. 298 e §§ 4° e 5° do art. 299 da Instrução Normativa RFB n° 1.700, de 2017, hipótese em que haverá somente uma subconta vinculada ao ativo acompanhada de uma subconta auxiliar.",11,0,11,0,3.4545454545454546,3.0,3.6666666666666665,0.6157729719905689,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",,0.0,1.0
41,quais as pessoas jurídicas que têm seu ingresso permitido nas sociedades cooperativas?,Quais as pessoas jurídicas que têm seu ingresso permitido nas sociedades  cooperativas?,Em situações específicas é possível o ingresso de pessoa jurídica nas sociedades cooperativas de pescas e nas cooperativas constituídas por produtores rurais ou extrativistas que pratiquem as mesmas atividades econômicas das pessoas físicas associadas. ,11,3,8,0,3.4848484848484844,3.0,4.0,1.4208411822772213,,"claude-opus-4-6, gemini-3-pro-preview, gpt-5.1, meta_llama-3.3-70b-instruct, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1","deepseek-ai_deepseek-v4-flash, google_gemma-4-31b-it, mistralai_mixtral-8x22b-instruct-v0.1",0.0,0.7272727272727273
42,como devem ser feitos os ajustes na determinação do lucro real e do resultado ajustado no reconhecimento e na reversão da perda estimada do valor de ativos?,Como devem ser feitos os ajustes na determinação do lucro real e do resultado  ajustado no reconhecimento e na reversão da perda estimada do valor de  ativos?,"A perda estimada deverá ser adicionada na Parte A do e-Lalur e do e-Lacs no período de apuração em que for reconhecida, e registrada na Parte B para ser excluída quando da alienação ou baixa do ativo correspondente, ou na reversão contábil.",11,4,7,0,3.727272727272727,3.0,4.666666666666667,1.1431093219768673,,"deepseek-ai_deepseek-v4-flash, google_gemma-4-31b-it, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b","claude-opus-4-6, gemini-3-pro-preview, gpt-5.1, z-ai_glm-5.1",0.0,0.6363636363636364
43,poderá haver mudança da opção para o contribuinte que já efetuou o recolhimento da primeira quota ou de quota única com base no lucro presumido?,Poderá haver mudança da opção para o contribuinte que já efetuou o  recolhimento da primeira quota ou de quota única com base no lucro  presumido?,"Como regra, não há a possibilidade de mudança. A opção pela tributação com base no lucro presumido será definitiva em relação a todo o ano-calendário. Todavia, abre-se exceção quando ocorrer qualquer das hipóteses de arbitramento previstas na legislação tributária, situação em que a pessoa jurídica poderá, desde que conhecida a receita bruta, determinar o lucro tributável segundo as regras relativas ao regime de tributação com base no lucro arbitrado.",11,5,6,0,3.7575757575757573,3.0,4.333333333333333,0.7310410803933983,,"claude-opus-4-6, gemini-3-pro-preview, google_gemma-4-31b-it, meta_llama-3.3-70b-instruct, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b","deepseek-ai_deepseek-v4-flash, gpt-5.1, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, z-ai_glm-5.1",0.0,0.5454545454545454
44,"quais os limites aplicáveis, para a pessoa jurídica domiciliada no brasil, nos casos de endividamento quando o credor for pessoa física ou jurídica residente, domiciliada ou constituída no exterior, em país ou dependência com tributação favorecida ou sob regime fiscal privilegiado?","Quais os limites aplicáveis, para a pessoa jurídica domiciliada no Brasil, nos casos  de endividamento quando o credor for pessoa física ou jurídica residente,  domiciliada ou constituída no exterior, em país ou dependência com tributação  favorecida ou sob regime fiscal privilegiado?","No caso de credor, pessoa física ou jurídica, residente, domiciliada ou constituída no exterior, em país ou dependência com tributação favorecida ou sob regime fiscal privilegiado, tanto o limite individual quanto o limite global de endividamento (somatório dos endividamentos com todas as entidades situadas naqueles países) estão limitados a 30% do valor do patrimônio líquido da pessoa jurídica residente no Brasil.",11,5,6,0,3.848484848484848,3.333333333333333,4.666666666666667,0.6926183775924551,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct","mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.5454545454545454
45,quais as hipóteses em que a pessoa física é equiparada à pessoa jurídica?,Quais as hipóteses em que a pessoa física é equiparada à pessoa jurídica?,"Para os efeitos do imposto de renda, as pessoas físicas caracterizadas como empresa individual estão equiparadas à pessoa jurídica. A legislação do imposto de renda caracteriza como empresa individual a pessoa física que: a) em nome individual, explorem, habitual e profissionalmente, qualquer atividade econômica de natureza civil ou comercial, com o fim especulativo de lucro, mediante venda a terceiro de bens ou serviços, quer se encontrem regularmente inscritas ou não junto ao órgão do Registro de Comércio ou Registro Civil; b) promoverem a incorporação de prédios em condomínio ou loteamento de terrenos.",11,6,5,0,3.9696969696969693,3.6666666666666665,4.666666666666667,1.1245160878026008,,"claude-opus-4-6, meta_llama-3.3-70b-instruct, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1","deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b",0.0,0.45454545454545453
46,"quais valores devem ser computados na determinação da base de cálculo do pis e da cofins, em operação de arrendamento mercantil, na pessoa jurídica arrendadora?","Quais valores devem ser computados na determinação da base de cálculo do  PIS e da COFINS, em operação de arrendamento mercantil, na pessoa jurídica  arrendadora?","A pessoa jurídica arrendadora deverá computar na apuração da base de cálculo da Contribuição para o PIS/Pasep e da COFINS, o valor da contraprestação de arrendamento mercantil, independentemente de na operação haver transferência substancial dos riscos e benefícios inerentes à propriedade do ativo.",11,6,5,0,4.0,3.333333333333333,5.0,0.9856501576524238,,"gemini-3-pro-preview, google_gemma-4-31b-it, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b","claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, z-ai_glm-5.1",0.0,0.45454545454545453
47,o ganho decorrente de avaliação de ativo com base no valor justo integrará a base de cálculo do lucro e resultado presumido?,O ganho decorrente de avaliação de ativo com base no valor justo integrará a  base de cálculo do lucro e resultado presumido?,"Não. A contrapartida do aumento no valor do ativo decorrente de avaliação com base no valor justo não integrará a base de cálculo do lucro e resultado presumido no período de apuração: I - relativo à avaliação com base no valor justo, caso seja registrado diretamente em conta de receita; ou II - em que seja reclassificado como receita, caso seja inicialmente registrado em conta de patrimônio líquido.",11,6,5,0,4.333333333333333,3.333333333333333,5.0,0.262431940540739,,"deepseek-ai_deepseek-v4-flash, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, z-ai_glm-5.1","claude-opus-4-6, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, qwen_qwen3.5-122b-a10b",0.0,0.45454545454545453
48,o ganho decorrente de avaliação de ativo com base no valor justo integrará a base de cálculo do lucro e resultado arbitrado?,O ganho decorrente de avaliação de ativo com base no valor justo integrará a  base de cálculo do lucro e resultado arbitrado?,"Não. A contrapartida do aumento no valor do ativo decorrente de avaliação com base no valor justo não integrará as bases de cálculo do lucro e do resultado arbitrados no período de apuração: I - relativo à avaliação com base no valor justo, caso seja registrado diretamente em conta de receita; ou II - em que seja reclassificado como receita, caso seja inicialmente registrado em conta de patrimônio líquido.",11,7,4,0,4.3939393939393945,3.333333333333333,5.0,0.45378425879906376,,"deepseek-ai_deepseek-v4-flash, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct","claude-opus-4-6, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.36363636363636365
49,"como deve ser apurado o limite admitido de compensação do tributo pago no exterior sobre lucros auferidos por meio de controladas, coligadas, filiais ou sucursais?","Como deve ser apurado o limite admitido de compensação do tributo pago no  exterior sobre lucros auferidos por meio de controladas, coligadas, filiais ou  sucursais?","A pessoa jurídica deverá calcular o valor: a) do imposto pago no exterior, correspondente aos lucros de cada filial, sucursal, controlada ou coligada, bem assim aos rendimentos e ganhos de capital, que foram computados na determinação do lucro real; b) do imposto sobre a renda e CSLL devidos sobre o lucro real antes e após a inclusão dos lucros auferidos no exterior. O imposto, passível de compensação, não poderá exceder o valor determinado na letra “a” anterior, nem à diferença positiva entre os valores calculados sobre o lucro real com e sem a inclusão dos referidos lucros, rendimentos ou ganhos de capital auferidos no exterior e referidos na letra “b”.",11,8,3,0,4.121212121212121,3.0,5.0,1.00300715737428,,"gpt-5.1, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b","claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, z-ai_glm-5.1",0.0,0.2727272727272727
50,quais são os gastos com a implantação de uma indústria que deverão ser considerados como “despesas pré-operacionais”?,Quais são os gastos com a implantação de uma indústria que deverão ser  considerados como “despesas pré-operacionais”?,"Todas as despesas necessárias à organização e implantação ou ampliação de empresas, inclusive aquelas de cunho administrativo, pagas ou incorridas até o início de suas operações ou plena utilização das instalações, são pré-operacionais ou pré-industriais. A empresa deverá imobilizar as aquisições de bens e direitos, classificáveis no ativo permanente, e lançar em despesas pré-operacionais as despesas, respeitando, sempre, as condições gerais de dedutibilidade e os limites estabelecidos pela legislação tributária, já que estes limites são válidos tanto para as despesas operacionais quanto para as pré-operacionais.",11,8,3,0,4.181818181818182,3.0,5.0,0.6157729719905689,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, openai_gpt-oss-120b","gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.2727272727272727
51,quando se considera devido o adicional do irpj e qual a alíquota aplicável no seu cálculo?,Quando se considera devido o adicional do IRPJ e qual a alíquota aplicável no  seu cálculo?,"Sobre a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração, o adicional incidirá à alíquota de dez por cento. Aplica-se esse adicional, inclusive, na exploração da atividade rural e, também, nas hipóteses de incorporação, fusão e cisão.",11,9,2,0,4.03030303030303,3.0,4.333333333333333,0.5108001957742734,,"gemini-3-pro-preview, gpt-5.1","claude-opus-4-6, deepseek-ai_deepseek-v4-flash, google_gemma-4-31b-it, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.18181818181818182
52,quais são os níveis de detalhamento e as características das subcontas?,Quais são os níveis de detalhamento e as características das subcontas?,"As subcontas serão analíticas e registrarão os lançamentos contábeis das diferenças em último nível. Cada subconta deve se referir a apenas uma única conta de ativo ou passivo, e cada conta de ativo ou passivo referir-se-á a apenas uma subconta. O conjunto de contas formado pela conta analítica do ativo ou passivo e as subcontas correlatas receberá identificação única, que não poderá ser alterada até o encerramento contábil das subcontas.",11,9,2,0,4.181818181818182,3.6666666666666665,4.666666666666667,0.8839706958507798,,"gemini-3-pro-preview, meta_llama-3.3-70b-instruct","claude-opus-4-6, deepseek-ai_deepseek-v4-flash, google_gemma-4-31b-it, gpt-5.1, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.18181818181818182
53,qual deve ser o procedimento adotado pelo contribuinte no caso de contrato de concessão de serviços públicos na adoção inicial?,Qual deve ser o procedimento adotado pelo contribuinte no caso de contrato  de concessão de serviços públicos na adoção inicial?,"No caso de contrato de concessão de serviços públicos, o contribuinte deverá: 1) calcular o resultado tributável do contrato de concessão acumulado até a data da adoção inicial, considerando os métodos e critérios vigentes em 31 de dezembro de 2007; 2) calcular o resultado tributável do contrato de concessão acumulado até a data da adoção inicial, considerando as disposições da Instrução Normativa RFB nº 1.700/2017 e da Lei nº 6.404, de 1976; 3) calcular a diferença entre os valores referidos nos itens 1 e 2 acima, que deverá ser controlada na Parte B do e-Lalur e do e-Lacs; e 4) adicionar, se negativa, ou excluir, se positiva, a diferença referida no item 3 acima na apuração do lucro real e do resultado ajustado em quotas fixas mensais durante o prazo restante de vigência do contrato. O contribuinte deverá conservar os documentos comprobatórios da diferença enquanto os períodos de apuração abrangidos pelo contrato estiverem sujeitos a verificação por parte da Secretaria Especial da Receita Federal do Brasil. 774",11,9,2,0,4.636363636363637,3.6666666666666665,5.0,0.262431940540739,,"mistralai_mixtral-8x22b-instruct-v0.1, qwen2-72B-Instruct","claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, openai_gpt-oss-120b, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.18181818181818182
54,"como deverão ser convertidos os lucros auferidos no exterior por intermédio de filiais, sucursais, controladas ou coligadas?","Como deverão ser convertidos os lucros auferidos no exterior por intermédio de  filiais, sucursais, controladas ou coligadas?","Os lucros auferidos no exterior por intermédio de filiais, sucursais, controladas ou coligadas serão convertidos em Reais pela taxa de câmbio, para venda, do dia das demonstrações financeiras em que tenham sido apurados os correspondentes lucros.",11,10,1,0,4.0606060606060606,3.0,4.333333333333333,0.8744365594106369,,gemini-3-pro-preview,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.09090909090909091
