question,answer,reference,gold_passage
"Qual o regime de tributação da pessoa jurídica que auferir lucros, rendimentos  e ganhos de capital do exterior?","A pessoa jurídica que auferir lucros, rendimentos ou ganhos de capital do exterior fica obrigada à tributação com base no lucro real, a partir, inclusive, do trimestre de sua ocorrência.","Lei nº 9.718, de 1998, art. 14, inciso III.","Art. 14. Estão obrigadas à apuração do lucro real as pessoas jurídicas:

I - cuja receita total no ano-calendário anterior seja superior ao limite de R$ 78.000.000,00 (setenta e oito milhões de reais) ou proporcional ao número de meses do período, quando inferior a 12 (doze) meses; (Redação dada pela Lei nº 12.814, de 2013)   (Vigência)

II - cujas atividades sejam de bancos comerciais, bancos de investimentos, bancos de desenvolvimento, caixas econômicas, sociedades de crédito, financiamento e investimento, sociedades de crédito imobiliário, sociedades corretoras de títulos, valores mobiliários e câmbio, distribuidoras de títulos e valores mobiliários, empresas de arrendamento mercantil, cooperativas de crédito, empresas de seguros privados e de capitalização e entidades de previdência privada aberta;

III - que tiverem lucros, rendimentos ou ganhos de capital oriundos do exterior;

IV - que, autorizadas pela legislação tributária, usufruam de benefícios fiscais relativos à isenção ou redução do imposto;

V - que, no decorrer do ano-calendário, tenham efetuado pagamento mensal pelo regime de estimativa, na forma do art. 2° da Lei n° 9.430, de 1996;

VI - que explorem as atividades de prestação cumulativa e contínua de serviços de assessoria creditícia, mercadológica, gestão de crédito, seleção e riscos, administração de contas a pagar e a receber, compras de direitos creditórios resultantes de vendas mercantis a prazo ou de prestação de serviços (factoring).

VII - que explorem as atividades de securitização de crédito.    (Redação dada pela Lei nº 14.430, de 2022)"
"Se o contribuinte for optante do lucro presumido e, em algum período auferir  lucros, rendimentos e ganhos de capital do exterior?","A pessoa jurídica que houver pago o imposto com base no lucro presumido e que, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o imposto sobre a renda de pessoa jurídica (IRPJ) e a contribuição social sobre o lucro líquido (CSLL) sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. 555","ADI SRF nº 5, de 2001, art.2º.","O SECRETÁRIO DA RECEITA FEDERAL, no uso da atribuição que lhe confere o inciso III do art. 209 do Regimento Interno da Secretaria da Receita Federal, aprovado pela Portaria MF Nº 259, de 24 de agosto de 1998, e tendo em vista o disposto no art. 26 e §§, da Lei Nº 9.430, de 27 de dezembro de 1996; art. 13, § 1º e art. 14, inciso III, da Lei Nº 9.718, de 27 de novembro de 1998, declara:
Art. 1º A hipótese de obrigatoriedade de tributação com base no lucro real prevista no inciso III do art. 14 da Lei Nº 9.718, de 1998, não se aplica à pessoa jurídica que auferir receita da exportação de mercadorias e da prestação direta de serviços no exterior.
Parágrafo único. Não se considera prestação direta de serviços aquela realizada no exterior por intermédio de filiais, sucursais, agências, representações, coligadas, controladas e outras unidades descentralizadas da pessoa jurídica que lhes sejam assemelhadas.
Art. 2º A pessoa jurídica que houver pago o imposto com base no lucro presumido e que, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o imposto sobre a renda de pessoa jurídica (IRPJ) e a contribuição social sobre o lucro líquido (CSLL) sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato."
Como serão tributados no Brasil os lucros auferidos no exterior por intermédio  de filiais e sucursais da pessoa jurídica no Brasil?,"Para fins de apuração do lucro real e da base de cálculo da CSLL, os lucros auferidos por filiais e sucursais no exterior serão adicionados integralmente ao lucro líquido da pessoa jurídica no Brasil em 31 de dezembro do ano-calendário em que tiverem sido disponibilizados.","IN RFB 1.520, de 2014, art. 8º.","Art. 8º Os resultados positivos auferidos no exterior, por intermédio de filiais, sucursais, controladas, direta ou indireta, ou coligadas serão computados para fins de determinação do lucro real e da base de cálculo da CSLL no balanço levantado em 31 de dezembro do ano-calendário em que tiverem sido disponibilizados para a pessoa jurídica domiciliada no Brasil.
§ 1º O resultado auferido no exterior de que trata o caput deve ser apurado segundo as normas da legislação comercial do país de domicílio e antes da tributação no exterior sobre o lucro.
§ 2º Nos casos de inexistência de normas expressas que regulem a elaboração de demonstrações financeiras no país de domicílio da filial, sucursal, controlada ou coligada, estas deverão ser elaboradas com observância dos princípios contábeis geralmente aceitos, segundo as normas da legislação brasileira.
§ 3º No caso de encerramento do processo de liquidação da empresa no Brasil, os resultados positivos auferidos no exterior por intermédio de suas filiais, sucursais, controladas, diretas ou indiretas, e coligadas serão considerados disponibilizados na data do balanço de encerramento, devendo, nessa mesma data, serem computados para fins de determinação do lucro real e da base de cálculo da CSLL.
§ 4º No caso de encerramento de atividades da filial, sucursal, controlada, direta ou indireta, ou coligada, domiciliadas no exterior, os lucros auferidos por seu intermédio, ainda não tributados no Brasil, serão considerados disponibilizados, devendo ser computados para fins de determinação do lucro real e da base de cálculo da CSLL no balanço levantado em 31 de dezembro do respectivo ano-calendário ou na data do encerramento das atividades da empresa no Brasil.
§ 5º Ocorrendo a absorção do patrimônio da filial, sucursal, controlada, direta ou indireta, ou coligada por empresa sediada no exterior, os lucros ainda não tributados no Brasil, apurados até a data do evento, serão considerados disponibilizados, devendo ser computados para fins de determinação do lucro real e da base de cálculo da CSLL da beneficiária no Brasil, no balanço levantado em 31 de dezembro do ano-calendário do respectivo evento.
§ 6º Na hipótese de alienação do patrimônio da filial ou sucursal, ou da participação societária em controlada, direta ou indireta, ou coligada, no exterior, os lucros ainda não tributados no Brasil deverão ser considerados para fins de determinação do lucro real e da base de cálculo da CSLL da alienante no Brasil, no balanço levantado em 31 de dezembro do ano-calendário em que ocorrer a alienação."
Quando se consideram disponibilizados os lucros auferidos no exterior por  intermédio filiais e sucursais da pessoa jurídica?,Consideram-se disponibilizados na data do balanço no qual tiverem sido apurados.,"Lei nº 9.532, de 1997, art. 1º, § 1º, letra a.","Art. 1º Os lucros auferidos no exterior, por intermédio de filiais, sucursais, controladas ou coligadas serão adicionados ao lucro líquido, para determinação do lucro real correspondente ao balanço levantado no dia 31 de dezembro do ano-calendário em que tiverem sido disponibilizados para a pessoa jurídica domiciliada no Brasil.    (Vide Medida Provisória nº 2.158-35, de 2001)

§ 1º Para efeito do disposto neste artigo, os lucros serão considerados disponibilizados para a empresa no Brasil:

a) no caso de filial ou sucursal, na data do balanço no qual tiverem sido apurados;

b)         (Revogado pela Lei nº 12.973, de 2014)     (Vigência)

c) na hipótese de contratação de operações de mútuo, se a mutuante, coligada ou controlada, possuir lucros ou reservas de lucros;    (Incluída pela Lei nº 9.959, de 2000)

d) na hipótese de adiantamento de recursos, efetuado pela coligada ou controlada, por conta de venda futura, cuja liquidação, pela remessa do bem ou serviço vendido, ocorra em prazo superior ao ciclo de produção do bem ou serviço.    (Incluída pela Lei nº 9.959, de 2000)

§ 2º.   (Revogado pela Lei nº 12.973, de 2014)     (Vigência)

§ 3o  Não serão dedutíveis na determinação do lucro real e da base de cálculo da Contribuição Social sobre o Lucro Líquido os juros, relativos a empréstimos, pagos ou creditados a empresa controlada ou coligada, independente do local de seu domicílio, incidentes sobre valor equivalente aos lucros não disponibilizados por empresas controladas, domiciliadas no exterior. (Redação dada pela Medida Provisória nº 2158-35, de 2001)

§ 4º          (Revogado pela Lei nº 12.973, de 2014)     (Vigência)

§ 5º Relativamente aos lucros apurados nos anos de 1996 e 1997, considerar-se-á vencido o prazo a que se refere o parágrafo anterior no dia 31 de dezembro de 1999.

§ 6º  Nas hipóteses das alíneas ""c"" e ""d"" do § 1o o valor considerado disponibilizado será o mutuado ou adiantado, limitado ao montante dos lucros e reservas de lucros passíveis de distribuição, proporcional à participação societária da empresa no País na data da disponibilização.        (Incluído pela Lei nº 9.959, de 2000)

§ 7º  Considerar-se-á disponibilizado o lucro:       (Incluído pela Lei nº 9.959, de 2000)

a) na hipótese da alínea ""c"" do § 1o:      (Incluído pela Lei nº 9.959, de 2000)

1. na data da contratação da operação, relativamente a lucros já apurados pela controlada ou coligada;       (Incluído pela Lei nº 9.959, de 2000)

 2. na data da apuração do lucro, na coligada ou controlada, relativamente a operações de mútuo anteriormente contratadas;        (Incluído pela Lei nº 9.959, de 2000)

b) na hipótese da alínea ""d"" do § 1o, em 31 de dezembro do ano-calendário em que tenha sido encerrado o ciclo de produção sem que haja ocorrido a liquidação.       (Incluído pela Lei nº 9.959, de 2000)"
Os resultados auferidos por filiais e sucursais podem ser consolidados?,"Desde que as filiais e sucursais sejam domiciliadas num mesmo país, e, tendo a matriz no Brasil indicado uma dessas filiais ou sucursais como entidade líder, os resultados poderão ser consolidados por país, e os prejuízos de uma poderão ser compensados com os lucros da outra.","IN SRF nº 213, de 2002, art. 4º, § 5º.","Art. 4º É vedada a compensação de prejuízos de filiais, sucursais, controladas ou coligadas, no exterior, com os lucros auferidos pela pessoa jurídica no Brasil.
§ 1º Os prejuízos a que se refere este artigo são aqueles apurados com base na escrituração contábil da filial, sucursal, controlada ou coligada, no exterior, efetuada segundo as normas legais do país de seu domicílio, correspondentes aos períodos iniciados a partir do ano-calendário de 1996.
§ 2º Os prejuízos apurados por uma controlada ou coligada, no exterior, somente poderão ser compensados com lucros dessa mesma controlada ou coligada.
§ 3º Na compensação dos prejuízos a que se refere o § 2º não se aplica a restrição de que trata o art. 15 da Lei nº 9.065, de 1995.
§ 4º A pessoa jurídica brasileira que absorver patrimônio de filial, sucursal, controlada ou coligada, no exterior, de outra pessoa jurídica brasileira, e continuar a exploração das atividades no exterior, poderá compensar os prejuízos acumulados pela referida filial, sucursal, controlada ou coligada, correspondentes aos períodos iniciados a partir do ano-calendário de 1996, observado o disposto neste artigo.
§ 5º Tratando-se de filiais e sucursais, domiciliadas num mesmo país, quando a matriz no Brasil indicar uma dessas filiais ou sucursais como entidade líder, os resultados poderão ser consolidados por país e os prejuízos de uma poderão ser compensados com os lucros de outra."
"Como deverão ser convertidos os lucros auferidos no exterior por intermédio de  filiais, sucursais, controladas ou coligadas?","Os lucros auferidos no exterior por intermédio de filiais, sucursais, controladas ou coligadas serão convertidos em Reais pela taxa de câmbio, para venda, do dia das demonstrações financeiras em que tenham sido apurados os correspondentes lucros.","IN RFB nº 1.520, de 2014, art. 7º.","Art. 7º Para fins do disposto nesta Instrução Normativa, a parcela do ajuste e resultados determinados em moeda estrangeira devem ser convertidos em Reais com base na taxa de câmbio da moeda do país de origem fixada para venda, pelo Banco Central do Brasil, correspondente a data do levantamento de balanço da controlada direta ou indireta.
Parágrafo único. Caso a moeda do país de origem do tributo não tenha cotação no Brasil, o seu valor será convertido em Dólares dos Estados Unidos da América e, em seguida, em Reais."
"Como deve ser apurado o limite admitido de compensação do tributo pago no  exterior sobre lucros auferidos por meio de controladas, coligadas, filiais ou  sucursais?","A pessoa jurídica deverá calcular o valor: a) do imposto pago no exterior, correspondente aos lucros de cada filial, sucursal, controlada ou coligada, bem assim aos rendimentos e ganhos de capital, que foram computados na determinação do lucro real; b) do imposto sobre a renda e CSLL devidos sobre o lucro real antes e após a inclusão dos lucros auferidos no exterior. O imposto, passível de compensação, não poderá exceder o valor determinado na letra “a” anterior, nem à diferença positiva entre os valores calculados sobre o lucro real com e sem a inclusão dos referidos lucros, rendimentos ou ganhos de capital auferidos no exterior e referidos na letra “b”.","IN RFB nº 1.520, de 2014, art. 30, §§ 8º a 11.","Art. 30. Devem ser observadas as regras contidas nesta Subseção para fins de dedução do imposto sobre a renda pago no exterior de que trata os arts. 25 e 29.
§ 1º Para efeitos da dedução, considera-se imposto sobre a renda o tributo que incida sobre lucros, independentemente da denominação oficial adotada, do fato de ser este de competência de unidade da federação do país de origem e de o pagamento ser exigido em dinheiro ou outros bens.
§ 3º O tributo pago no exterior a ser deduzido será convertido em Reais tomando-se por base a taxa de câmbio da moeda do país de origem fixada para venda pelo Banco Central do Brasil correspondente à data:
I - da disponibilização, na hipótese do imposto retido na fonte sobre o lucro distribuído; e
II - do balanço apurado, nos demais casos.
§ 4º Caso a moeda do país de origem do tributo não tenha cotação no Brasil, o seu valor será convertido em Dólares dos Estados Unidos da América e, em seguida, em Reais.
§ 5º O tributo pago no exterior, passível de compensação, será sempre proporcional ao montante dos lucros, rendimentos ou ganhos de capital que houverem sido computados na determinação do lucro real.
§ 6º A dedução de que trata o caput será efetuada pela investidora no Brasil de forma individualizada por filial, sucursal, coligada, controlada, direta ou indireta.
§ 7º Para efeito de dedução, o tributo será considerado pelo valor efetivamente pago, não sendo permitido o aproveitamento de crédito de tributo decorrente de qualquer benefício fiscal.
§ 8º O valor do tributo pago no exterior a ser deduzido não poderá exceder o montante do imposto sobre a renda, inclusive adicional, e CSLL, devidos no Brasil, sobre o valor das parcelas positivas dos resultados, incluído na apuração do lucro real.
§ 9º Para efeito do disposto no §8º, a pessoa jurídica, no Brasil, deverá calcular o valor:
I - do imposto pago no exterior, correspondente aos lucros de cada filial, sucursal, controlada, direta ou indireta, ou coligada que houverem sido computados na determinação do lucro real;
II - do imposto sobre a renda e CSLL devidos sobre o lucro real antes e após a inclusão dos lucros auferidos no exterior.
§ 10. Efetuados os cálculos na forma do § 9º, o tributo pago no exterior, passível de dedução, não poderá exceder o valor determinado segundo o disposto no inciso I do § 9º, nem à diferença positiva entre os valores calculados sobre o lucro real com e sem a inclusão dos referidos lucros, conforme inciso II do § 9º.
§ 11. Para fins do disposto nos §§ 9º e 10, o cálculo do valor do tributo pago no exterior passível de dedução deve ser efetuado antes da compensação de prejuízo fiscal acumulado no Brasil relativo a anos-calendário anteriores.
§ 12. Na hipótese de os lucros da filial, sucursal, coligada e controlada, direta ou indireta, virem a ser tributados no exterior em momento posterior àquele em que tiverem sido tributados pela controladora domiciliada no Brasil, a dedução de que trata este artigo deverá ser efetuada no balanço correspondente ao ano-calendário em que ocorrer a tributação, ou em ano-calendário posterior, e deverá respeitar os limites previstos nos §§ 8º e 13 deste artigo.
§ 13. O saldo do tributo pago no exterior que exceder o valor passível de dedução do valor do imposto sobre a renda e adicional devidos no Brasil poderá ser deduzido do valor da CSLL, devida em virtude da adição à sua base de cálculo das parcelas positivas dos resultados oriundos do exterior, até o valor devido em decorrência dessa adição.
§ 14. O tributo pago sobre lucros auferidos no exterior, que não puder ser compensado em virtude de a pessoa jurídica, no Brasil, no respectivo ano-calendário, não ter apurado lucro real positivo, poderá ser compensado com o que for devido nos anos-calendário subsequentes.
§ 15. Para efeito do disposto no § 14, a pessoa jurídica deverá calcular o montante do imposto a compensar em anos-calendário subsequentes e controlar o seu valor na Parte B do Livro de Apuração do Lucro Real (Lalur).
§ 16. O cálculo referido no § 15 será efetuado mediante a multiplicação dos lucros computados no lucro real, considerados individualizadamente por filial, sucursal, coligada ou controlada, pela alíquota de 15% (quinze por cento), se o valor computado não exceder o limite de isenção do adicional, ou pela alíquota de 25% (vinte e cinco por cento), se exceder.
§ 17. Na hipótese de lucro real positivo, mas, em valor inferior ao total dos lucros, rendimentos e ganhos de capital nele computados, o tributo passível de compensação será determinado de conformidade com o disposto no § 16, tendo por base a diferença entre aquele total e o lucro real correspondente.
§ 18. Caso o tributo pago no exterior seja inferior ao valor determinado na forma dos §§ 16 e 17, somente o valor pago poderá ser compensado.
§ 19. Em cada ano-calendário, a parcela do tributo que for compensada com o imposto sobre a renda e adicional devidos no Brasil, ou com a CSLL, na hipótese do § 13, deverá ser baixada da respectiva folha de controle no Lalur."
"Em que momento deve ser tributado o lucro gerado por uma empresa  estrangeira, classificada pela legislação brasileira como coligada ou porfólio de  investimento sem influência nem relevância, cuja participação societária seja  detida por uma por controlada direta ou indireta da controladora brasileira?","Os lucros gerados por empresas tidas como coligadas das controladas diretas ou indiretas ou como participações em empresas de portfólio, detidas por controlada direta ou indireta domiciliadas no exterior, serão tributados pela controladora brasileira quando forem reconhecidos no balanço da controlada direta ou indireta, segundo a legislação comercial de sua jurisdição.","IN RFB nº 1.520, de 2014, art. 19, § 1º.","Art. 19. Na hipótese em que se verifique o descumprimento de pelo menos uma das condições previstas no caput do art. 17, a parcela do ajuste do valor do investimento na coligada domiciliada no exterior equivalente aos lucros ou prejuízos por ela apurados deverá ser computada na determinação do lucro real e na base de cálculo da CSLL da pessoa jurídica investidora domiciliada no Brasil, nas seguintes formas:
I - se positiva, deverá ser adicionada ao lucro líquido relativo ao balanço de 31 de dezembro do ano-calendário em que os lucros tenham sido apurados pela pessoa jurídica investida domiciliada no exterior; e
II - se negativa, poderá ser compensada com lucros futuros da mesma pessoa jurídica no exterior que lhes deu origem, desde que os estoques de prejuízos sejam informados na forma do art. 38.
§ 1º Os resultados auferidos por intermédio de outra pessoa jurídica, na qual a coligada no exterior mantiver qualquer tipo de participação societária, ainda que indiretamente, serão consolidados no balanço desta, para fins de determinação do lucro real e da base de cálculo da CSLL da pessoa jurídica coligada no Brasil.
§ 2º O disposto neste artigo não se aplica às hipóteses em que a pessoa jurídica coligada domiciliada no Brasil é equiparada à controladora nos termos do art. 15.
§ 3º A pessoa jurídica domiciliada no Brasil deverá informar as coligadas descritas no caput conforme demonstrativos previstos nos arts. 36 e 41.
Art. 19-A. Opcionalmente, a pessoa jurídica domiciliada no Brasil poderá oferecer à tributação os lucros auferidos por intermédio de suas coligadas no exterior na forma prevista no art. 19, independentemente do descumprimento das condições previstas no caput do art. 17.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1674, de 28 de novembro de 2016)
§ 1º A pessoa jurídica deverá comunicar a opção de que trata o caput à RFB por intermédio da Escrituração Contábil Fiscal (ECF), prevista na Instrução Normativa RFB nº 1.422, de 2013, relativa ao respectivo ano-calendário da escrituração.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1674, de 28 de novembro de 2016)
§ 2º A opção de que trata o caput:   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1674, de 28 de novembro de 2016)
I - se aplica ao IRPJ e à CSLL;   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1674, de 28 de novembro de 2016)
II - deve englobar todas as coligadas no exterior, não sendo possível a opção parcial; e   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1674, de 28 de novembro de 2016)
III - é irretratável, não sendo válida a ECF retificadora fora do prazo de sua entrega para a comunicação de que trata o § 1º.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1674, de 28 de novembro de 2016)
§ 3º O disposto neste artigo não se aplica às hipóteses em que a pessoa jurídica coligada domiciliada no Brasil é equiparada à controladora, nos termos do art. 15.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 1674, de 28 de novembro de 2016)"
A variação cambial acrescida aos juros calculados com base na taxa LIBOR são  considerados dedutíveis na apuração do lucro real?,"Sim, uma vez que a referida variação cambial é um componente dos juros para o pagamento do imposto de renda diferido relativo aos lucros auferidos no exterior.","IN RFB nº 1.520, de 2014, art. 32, §§ 3º e 4º.","Art. 32. À opção da pessoa jurídica, o imposto sobre a renda e a CSLL devidos decorrentes do resultado considerado na apuração da pessoa jurídica domiciliada no Brasil, nos termos do Capítulo II e Seção II do Capítulo III, poderão ser pagos na proporção dos lucros distribuídos nos anos subsequentes ao encerramento do período de apuração a que corresponder, observado o seguinte:
I - no 1º (primeiro) ano subsequente ao período de apuração, serão considerados distribuídos, no mínimo, 12,50% (doze inteiros e cinquenta centésimos por cento) do resultado apurado; e
II - no 8º (oitavo) ano subsequente ao período de apuração, será considerado distribuído o saldo remanescente dos resultados, ainda não oferecidos à tributação.
§ 1º A opção, na forma prevista neste artigo, aplica-se, exclusivamente, ao valor informado pela pessoa jurídica domiciliada no Brasil na Declaração de Débitos e Créditos Tributários Federais (DCTF) relativa ao período de apuração dos resultados no exterior.
§ 2º No caso de fusão, cisão, incorporação, encerramento de atividade ou liquidação da pessoa jurídica domiciliada no Brasil, o pagamento do tributo deverá ser feito até a data do evento ou da extinção da pessoa jurídica, conforme o caso.
§ 3º O valor do pagamento, a partir do segundo ano subsequente, será acrescido de juros calculados com base na taxa London Interbank Offered Rate - LIBOR, para depósitos em dólares dos Estados Unidos da América pelo prazo de 12 (doze) meses, referente ao último dia útil do mês civil imediatamente anterior ao vencimento, acrescida da variação cambial dessa moeda, definida pelo Banco Central do Brasil, pro rata tempore, acumulados anualmente, calculados na forma definida em ato do Poder Executivo,.
§ 4º Os juros calculados conforme o § 3º serão dedutíveis na apuração do lucro real e da base de cálculo da CSLL."
"Dos resultados das controladas diretas ou indiretas no exterior não devem  constar os resultados auferidos por outra pessoa jurídica sobre a qual a  controladora brasileira mantenha o controle direto ou indireto. Esta regra se  aplica também para a apuração do estoque de prejuízos anteriores a  01/01/2015, passiveis de compensação com lucros futuros para efeitos de  tributação no Brasil?","Em obediência à uniformidade de critério, na falta de ressalva em Lei, dos prejuízos contábeis anteriores a 2015 não devem constar resultados (lucros ou prejuízos) originados da participação em outra pessoa jurídica sobre a qual a controladora brasileira mantenha controle direto ou indireto.","IN RFB nº 1.520, de 2014, art. 2º, § 2º. ","Art. 2º A pessoa jurídica controladora domiciliada no Brasil ou a ela equiparada, nos termos do art. 15, deverá registrar em subcontas vinculadas à conta de investimentos em controlada direta no exterior, de forma individualizada, o resultado contábil na variação do valor do investimento equivalente aos lucros ou prejuízos auferidos pela própria controlada direta e suas controladas, direta ou indiretamente, no Brasil ou no exterior, relativo ao ano-calendário em que foram apurados em balanço, observada a proporção de sua participação em cada controlada, direta ou indireta.
§ 1º O valor a ser registrado em subcontas de que trata o caput deve ser a parcela do ajuste do valor do investimento equivalente aos lucros auferidos pela controlada, direta ou indireta, antes da tributação no exterior sobre o lucro.   (Redação dada pelo(a) Instrução Normativa RFB nº 1674, de 28 de novembro de 2016)
§ 2º Dos resultados das controladas diretas ou indiretas não deverão constar os resultados auferidos por outra pessoa jurídica sobre a qual a pessoa jurídica controladora domiciliada no Brasil mantenha o controle direto ou indireto."
Qual é o valor da parcela do investimento referente ao lucro ou prejuízo de  investimento no exterior que deve ser registrada na subconta de investimento?,"O valor a ser registrado na subconta de investimento é o equivalente aos lucros ou prejuízos antes da tributação no exterior sobre tais lucros ou prejuízos, assim entendido como o lucro ou prejuízo antes dos tributos sobre a renda, sejam correntes e/ou diferidos.","IN RFB nº 1.520, de 2014, art. 2º, § 1º.","Art. 2º A pessoa jurídica controladora domiciliada no Brasil ou a ela equiparada, nos termos do art. 15, deverá registrar em subcontas vinculadas à conta de investimentos em controlada direta no exterior, de forma individualizada, o resultado contábil na variação do valor do investimento equivalente aos lucros ou prejuízos auferidos pela própria controlada direta e suas controladas, direta ou indiretamente, no Brasil ou no exterior, relativo ao ano-calendário em que foram apurados em balanço, observada a proporção de sua participação em cada controlada, direta ou indireta.
§ 1º O valor a ser registrado em subcontas de que trata o caput deve ser a parcela do ajuste do valor do investimento equivalente aos lucros auferidos pela controlada, direta ou indireta, antes da tributação no exterior sobre o lucro.   (Redação dada pelo(a) Instrução Normativa RFB nº 1674, de 28 de novembro de 2016)
§ 2º Dos resultados das controladas diretas ou indiretas não deverão constar os resultados auferidos por outra pessoa jurídica sobre a qual a pessoa jurídica controladora domiciliada no Brasil mantenha o controle direto ou indireto."
"Nos casos em que o ajuste de preço de transferência/subcapitalização é maior  que o valor do lucro auferidos no exterior, será possível “carregar” para os anos  subsequentes o valor residual do ajuste que não foi deduzido da base de IR/CSLL  no ano que foi apurado? Em caso negativo, como remover o efeito de ""dupla  tributação"" sobre a parcela do ajuste que excede o valor dos lucros?","A dedução é limitada ao valor do lucro auferido no exterior pela controlada, não havendo previsão legal, para o aproveitamento de excedente em anos posteriores.","IN RFB nº 1.520, de 2014, art. 23, § 2º, III. ","Art. 23. Poderão ser deduzidos na apuração do lucro real e da base de cálculo da CSLL da pessoa jurídica controladora no Brasil os valores referentes às adições, espontaneamente efetuadas, de ajustes decorrentes da aplicação das regras de preços de transferência, previstas nos arts. 18 a 22 da Lei nº 9.430, de 1996, e nos arts. 1º a 44 da Lei nº 14.596, de 14 de junho de 2023, e das regras previstas nos arts. 24 a 26 da Lei nº 12.249, de 11 de junho de 2010.   (Redação dada pelo(a) Instrução Normativa RFB nº 2161, de 28 de setembro de 2023)
§ 1º A dedução prevista no caput está condicionada, cumulativamente, a:
I - terem sido considerados na base de cálculo do IRPJ e da CSLL da pessoa jurídica controladora domiciliada no Brasil ou a ela equiparada, nos termos do art. 15, os lucros auferidos pela controlada no exterior; e
II - terem sido recolhidos o imposto sobre a renda e contribuição social correspondentes, em qualquer das hipóteses previstas no caput, quando seja apurado lucro real ou base de cálculo positiva de CSLL.   (Redação dada pelo(a) Instrução Normativa RFB nº 2161, de 28 de setembro de 2023)
§ 2º A dedução de que trata o caput:
I - deve referir-se a operações efetuadas com a respectiva controlada, direta ou indireta, da qual o lucro seja proveniente;
II - deve ser proporcional à participação na controlada no exterior;
III - deve estar limitada ao valor do lucro auferido pela controlada no exterior; e
IV - deve ser limitada à base de cálculo do imposto devido no Brasil em razão dos ajustes previstos no caput, nas hipóteses em que seja apurado lucro real ou base de cálculo positiva de CSLL.   (Redação dada pelo(a) Instrução Normativa RFB nº 2161, de 28 de setembro de 2023)
§ 3º (Revogado(a) pelo(a) Instrução Normativa RFB nº 1674, de 28 de novembro de 2016)
§ 4º O imposto pago no exterior relativo à controlada, na proporção da parcela do valor do investimento que deixar de ser tributada em razão da aplicação do disposto no caput, não poderá ser aproveitado para dedução do valor devido a título de Imposto sobre a Renda no Brasil.   (Incluído(a) pelo(a) Instrução Normativa RFB nº 2161, de 28 de setembro de 2023)"
